Instance,Income
153363,57565.30
153364,22264.98
153365,578045.55
153366,56912.32
153367,83871.83
153368,78657.16
153369,126131.55
153370,381995.44
153371,4473.32
153372,31352.44
153373,25508.30
153374,55431.95
153375,20562.17
153376,126319.67
153377,123973.10
153378,50063.54
153379,22955.55
153380,154150.08
153381,62428.08
153382,52621.54
153383,205217.35
153384,23570.57
153385,167386.60
153386,38661.65
153387,890689.32
153388,48192.37
153389,393680.00
153390,48684.10
153391,73251.06
153392,162207.35
153393,364903.09
153394,59032.64
153395,8537.57
153396,108039.07
153397,4917.32
153398,121924.16
153399,113647.76
153400,25293.02
153401,25457.92
153402,193557.72
153403,123382.07
153404,20515.53
153405,82427.52
153406,57483.49
153407,346260.58
153408,32908.35
153409,106628.64
153410,10165.65
153411,510934.18
153412,48737.63
153413,57711.37
153414,25543.08
153415,40420.65
153416,474608.88
153417,20581.56
153418,55165.77
153419,262115.85
153420,55040.69
153421,72606.99
153422,29255.95
153423,31728.50
153424,46691.39
153425,61464.45
153426,139986.50
153427,120695.00
153428,12290.25
153429,49584.81
153430,155742.98
153431,21762.44
153432,42979.28
153433,227899.94
153434,208954.00
153435,42826.98
153436,457181.92
153437,79794.17
153438,25731.87
153439,416078.78
153440,244868.83
153441,53553.39
153442,114512.84
153443,84042.81
153444,119167.63
153445,71167.63
153446,39219.49
153447,40923.21
153448,117368.77
153449,79274.33
153450,261123.52
153451,165473.91
153452,123819.39
153453,133139.52
153454,184525.30
153455,31277.02
153456,55377.04
153457,15318.62
153458,314409.30
153459,32975.73
153460,52483.49
153461,61990.37
153462,68761.92
153463,5965.18
153464,98135.81
153465,55521.52
153466,62325.31
153467,172377.52
153468,14430.73
153469,235223.96
153470,38975.53
153471,6734.08
153472,85429.21
153473,426400.56
153474,44015.11
153475,186804.72
153476,45995.89
153477,414842.11
153478,24971.44
153479,288003.52
153480,25852.13
153481,16564.11
153482,22612.72
153483,67991.12
153484,39056.72
153485,6032.32
153486,16174.29
153487,9253.62
153488,56226.22
153489,43675.96
153490,69821.13
153491,15243.91
153492,54023.25
153493,40942.92
153494,49744.02
153495,112756.39
153496,23156.75
153497,42549.23
153498,160203.35
153499,24900.55
153500,75696.25
153501,25035.97
153502,56058.76
153503,53695.32
153504,85585.84
153505,117732.99
153506,254579.07
153507,232545.40
153508,130433.28
153509,22743.66
153510,20908.94
153511,264960.25
153512,31165.10
153513,266531.78
153514,438770.05
153515,19264.85
153516,124480.53
153517,18565.21
153518,240416.32
153519,305259.89
153520,49497.62
153521,33956.04
153522,31723.10
153523,66106.72
153524,57444.49
153525,127611.05
153526,45104.10
153527,54068.74
153528,265032.85
153529,17029.86
153530,55094.07
153531,172947.78
153532,25106.04
153533,97425.38
153534,17734.37
153535,105166.78
153536,389165.96
153537,49364.48
153538,713854.84
153539,37278.42
153540,36723.88
153541,82824.87
153542,16051.31
153543,42014.42
153544,23058.84
153545,32768.68
153546,26403.12
153547,63407.37
153548,27856.96
153549,12494.12
153550,90248.23
153551,169650.63
153552,112837.37
153553,18551.58
153554,393115.06
153555,52240.12
153556,82005.63
153557,14454.06
153558,103719.76
153559,149370.67
153560,31881.52
153561,103538.01
153562,28916.26
153563,30253.34
153564,616445.11
153565,369039.66
153566,104635.13
153567,271025.19
153568,25635.24
153569,25056.59
153570,384367.08
153571,70331.77
153572,308305.32
153573,11919.22
153574,105837.45
153575,36247.49
153576,82482.90
153577,61069.62
153578,249903.31
153579,31605.34
153580,18733.44
153581,29800.35
153582,153419.22
153583,53230.01
153584,61186.53
153585,13340.77
153586,59862.31
153587,20381.99
153588,35154.09
153589,39617.20
153590,133933.11
153591,51725.35
153592,36773.54
153593,37391.53
153594,14391.56
153595,48440.81
153596,8326.88
153597,16087.69
153598,80414.41
153599,79457.15
153600,99510.01
153601,36088.68
153602,45309.00
153603,317045.91
153604,200619.35
153605,166109.67
153606,33259.44
153607,52265.34
153608,497698.99
153609,90673.41
153610,27486.27
153611,52987.92
153612,163350.91
153613,113466.17
153614,199521.99
153615,27486.86
153616,64811.23
153617,14341.11
153618,618630.85
153619,210458.36
153620,92859.00
153621,18325.71
153622,64558.36
153623,36352.66
153624,58214.04
153625,20798.49
153626,83496.26
153627,696917.27
153628,20750.19
153629,182207.62
153630,177258.51
153631,132676.93
153632,81931.43
153633,31389.82
153634,7699.17
153635,104143.55
153636,122526.58
153637,71129.07
153638,18738.90
153639,202486.14
153640,468134.81
153641,84931.86
153642,9348.78
153643,11324.54
153644,5941.70
153645,149339.01
153646,55010.91
153647,118449.58
153648,59637.70
153649,2452.28
153650,160433.47
153651,22944.09
153652,59807.91
153653,20958.17
153654,53435.37
153655,10267.77
153656,59488.35
153657,10765.40
153658,282110.89
153659,115738.18
153660,35476.43
153661,11396.22
153662,20049.27
153663,51222.85
153664,276686.44
153665,17343.86
153666,21353.86
153667,240512.65
153668,27441.14
153669,78405.12
153670,58001.43
153671,226307.96
153672,67486.15
153673,27756.53
153674,4037.20
153675,130610.44
153676,92460.92
153677,60189.36
153678,54030.08
153679,21607.53
153680,65731.55
153681,127037.65
153682,65343.37
153683,38878.72
153684,49592.14
153685,84781.58
153686,69124.30
153687,372214.06
153688,20210.27
153689,37028.77
153690,42637.18
153691,219327.56
153692,21216.12
153693,8304.82
153694,99863.45
153695,77790.85
153696,155375.88
153697,5111.31
153698,12004.91
153699,138815.23
153700,36736.11
153701,124343.37
153702,138182.34
153703,364276.91
153704,70046.10
153705,30380.36
153706,444148.57
153707,53761.24
153708,307161.19
153709,64618.21
153710,79687.13
153711,15011.19
153712,17611.88
153713,49259.20
153714,55436.99
153715,3017.29
153716,386521.85
153717,417009.67
153718,115519.81
153719,53008.80
153720,55369.09
153721,106559.57
153722,9967.94
153723,100595.50
153724,43222.28
153725,339647.00
153726,70540.82
153727,46819.54
153728,38787.25
153729,316007.14
153730,28498.89
153731,118227.71
153732,50068.93
153733,32282.17
153734,56449.53
153735,22063.76
153736,68563.07
153737,19989.04
153738,20671.40
153739,167468.24
153740,145715.55
153741,47344.64
153742,155380.64
153743,247052.85
153744,231251.60
153745,326606.86
153746,42983.23
153747,95468.97
153748,30700.80
153749,102539.08
153750,103381.41
153751,340977.24
153752,18653.56
153753,154373.42
153754,65060.52
153755,37256.04
153756,40106.53
153757,96370.63
153758,66055.57
153759,252941.40
153760,223693.95
153761,135902.40
153762,42226.83
153763,28608.23
153764,84161.21
153765,33618.93
153766,13268.89
153767,104001.76
153768,71241.93
153769,39296.26
153770,154850.27
153771,164806.95
153772,48577.83
153773,39513.01
153774,214375.06
153775,114799.24
153776,36875.27
153777,148325.85
153778,94420.44
153779,238894.00
153780,60134.42
153781,37329.17
153782,79697.55
153783,35146.56
153784,27075.13
153785,29082.11
153786,73628.43
153787,67718.19
153788,46833.40
153789,188422.31
153790,22014.88
153791,27665.09
153792,33609.89
153793,115495.52
153794,21202.17
153795,142373.36
153796,223253.00
153797,54376.59
153798,7691.24
153799,135381.83
153800,97135.22
153801,61267.80
153802,25635.77
153803,26851.68
153804,196906.72
153805,622447.28
153806,250534.85
153807,116815.89
153808,26615.70
153809,47566.65
153810,15126.23
153811,30062.03
153812,84961.21
153813,102633.99
153814,20281.93
153815,42170.31
153816,65849.88
153817,15719.68
153818,54876.75
153819,25936.68
153820,71429.08
153821,74154.07
153822,20523.88
153823,47124.41
153824,14338.46
153825,195839.60
153826,127011.10
153827,164423.25
153828,28556.36
153829,35907.19
153830,33825.53
153831,61493.33
153832,119247.98
153833,55668.19
153834,34616.04
153835,35550.37
153836,4435.78
153837,38145.34
153838,377774.27
153839,42612.14
153840,105210.07
153841,58874.12
153842,39804.14
153843,37176.08
153844,576814.12
153845,28830.60
153846,59463.34
153847,172568.72
153848,59380.10
153849,34719.77
153850,55486.63
153851,117504.08
153852,10720.54
153853,257822.43
153854,336246.55
153855,225072.09
153856,218620.80
153857,169658.18
153858,61692.67
153859,22668.25
153860,34884.00
153861,163243.55
153862,29999.42
153863,260548.73
153864,58634.09
153865,42150.96
153866,26566.38
153867,191557.88
153868,78459.89
153869,217838.78
153870,295092.76
153871,44861.03
153872,28466.65
153873,131594.83
153874,148399.27
153875,48940.39
153876,60987.55
153877,46169.68
153878,214916.98
153879,37895.29
153880,133606.14
153881,95387.31
153882,28633.24
153883,74659.25
153884,22099.04
153885,9453.33
153886,24792.10
153887,23658.16
153888,80082.26
153889,51214.17
153890,187058.03
153891,420754.77
153892,257585.62
153893,24411.42
153894,62967.26
153895,18740.56
153896,49782.06
153897,140564.71
153898,120834.78
153899,121513.82
153900,39283.95
153901,16048.18
153902,85935.42
153903,37793.09
153904,30483.53
153905,152424.66
153906,56235.42
153907,28196.96
153908,24376.03
153909,148547.90
153910,25365.94
153911,33534.35
153912,182996.68
153913,29594.44
153914,77145.71
153915,70591.24
153916,77320.21
153917,58713.01
153918,10547.74
153919,412126.95
153920,284914.11
153921,48329.49
153922,18470.62
153923,49688.15
153924,50656.12
153925,213446.22
153926,119937.63
153927,83548.29
153928,35253.19
153929,45550.76
153930,50300.61
153931,96223.96
153932,17694.44
153933,102741.32
153934,232356.27
153935,98035.81
153936,59741.73
153937,25577.68
153938,47825.98
153939,35525.87
153940,560084.70
153941,51000.39
153942,46038.90
153943,75401.67
153944,128899.99
153945,64054.57
153946,74666.86
153947,43355.01
153948,91788.99
153949,52458.63
153950,70853.54
153951,42058.37
153952,82248.80
153953,120034.76
153954,102268.34
153955,291399.68
153956,168390.60
153957,18723.89
153958,24650.02
153959,37733.22
153960,95086.98
153961,532326.07
153962,119361.87
153963,35618.74
153964,67487.96
153965,21098.72
153966,38970.27
153967,99427.40
153968,237796.83
153969,120610.49
153970,203692.01
153971,80125.64
153972,26000.26
153973,105303.12
153974,10692.50
153975,70535.68
153976,238991.25
153977,130843.68
153978,125993.60
153979,146035.62
153980,32835.01
153981,85165.81
153982,135437.70
153983,215933.42
153984,184764.15
153985,53696.84
153986,16292.18
153987,67370.54
153988,619518.03
153989,16720.35
153990,34656.32
153991,215116.45
153992,288416.74
153993,53962.27
153994,64358.16
153995,557433.26
153996,10245.35
153997,29313.85
153998,88291.84
153999,16747.02
154000,229284.18
154001,68796.28
154002,147928.71
154003,22093.01
154004,48603.17
154005,40410.33
154006,171111.93
154007,35197.14
154008,95761.47
154009,33866.09
154010,120496.55
154011,6412.29
154012,28728.92
154013,13375.73
154014,19973.23
154015,37094.47
154016,90758.71
154017,58988.88
154018,398038.55
154019,209405.56
154020,176268.47
154021,165999.94
154022,34783.54
154023,21329.12
154024,90618.35
154025,111578.33
154026,31574.93
154027,252240.33
154028,25624.90
154029,59924.81
154030,84141.76
154031,18418.04
154032,69447.29
154033,27086.36
154034,169228.92
154035,42485.91
154036,27566.31
154037,183098.15
154038,23106.13
154039,162621.52
154040,35808.37
154041,39700.87
154042,229080.10
154043,73897.68
154044,520123.55
154045,30083.29
154046,46545.65
154047,119710.39
154048,125744.07
154049,52745.50
154050,16264.51
154051,179619.30
154052,41962.74
154053,18238.80
154054,41081.97
154055,94842.70
154056,28394.87
154057,9887.47
154058,94597.98
154059,38218.42
154060,65580.12
154061,55045.80
154062,30616.33
154063,59731.89
154064,16867.65
154065,197919.23
154066,53899.24
154067,498196.31
154068,56000.70
154069,149847.76
154070,18889.06
154071,26819.43
154072,18366.85
154073,34583.51
154074,71011.80
154075,152616.79
154076,81103.25
154077,2757.61
154078,39604.33
154079,64176.40
154080,119263.73
154081,106070.11
154082,599085.66
154083,282329.57
154084,42225.21
154085,22378.65
154086,69678.84
154087,4430.86
154088,100004.06
154089,168449.94
154090,160910.05
154091,19069.66
154092,176809.87
154093,15357.27
154094,18041.81
154095,121394.92
154096,477070.88
154097,53985.39
154098,36239.27
154099,47319.53
154100,95356.56
154101,22636.66
154102,31059.57
154103,332700.02
154104,147270.06
154105,18992.24
154106,5858.68
154107,84612.86
154108,12809.64
154109,99448.27
154110,203669.93
154111,278906.85
154112,242346.68
154113,129871.19
154114,148555.42
154115,24076.40
154116,33515.45
154117,18836.54
154118,274584.41
154119,58974.90
154120,114551.90
154121,33632.19
154122,30704.00
154123,72473.57
154124,95072.54
154125,13057.93
154126,466698.85
154127,57627.09
154128,40723.38
154129,58612.43
154130,60221.97
154131,39515.65
154132,54495.65
154133,96929.15
154134,335116.46
154135,62797.62
154136,31356.28
154137,28328.36
154138,154744.80
154139,44879.92
154140,174206.65
154141,20847.26
154142,43235.04
154143,60969.87
154144,138780.58
154145,40676.79
154146,6781.43
154147,53701.37
154148,206169.03
154149,38684.27
154150,52517.49
154151,107795.83
154152,49364.46
154153,14543.85
154154,47716.72
154155,54324.78
154156,96936.46
154157,16910.49
154158,136546.06
154159,51095.70
154160,25488.73
154161,160599.53
154162,28783.47
154163,218562.18
154164,33102.36
154165,40063.43
154166,65693.53
154167,50277.23
154168,190879.78
154169,47743.45
154170,21693.04
154171,177932.15
154172,185937.68
154173,268256.20
154174,2627.91
154175,113466.17
154176,31071.57
154177,125683.13
154178,139931.88
154179,55401.61
154180,37362.56
154181,35613.31
154182,312319.80
154183,106869.19
154184,117914.04
154185,106217.70
154186,185426.84
154187,10581.85
154188,31379.34
154189,45514.02
154190,76456.87
154191,34540.73
154192,191330.23
154193,22623.53
154194,16861.35
154195,45381.71
154196,36096.99
154197,109342.41
154198,118024.79
154199,132342.01
154200,55019.94
154201,48481.97
154202,251543.07
154203,87878.22
154204,99227.91
154205,6202.40
154206,11771.70
154207,99933.60
154208,141559.85
154209,29241.68
154210,32238.12
154211,29353.75
154212,79496.93
154213,62110.44
154214,414672.22
154215,246222.30
154216,18231.70
154217,387827.41
154218,39621.31
154219,154133.15
154220,219691.48
154221,306395.55
154222,31801.22
154223,274751.98
154224,158372.75
154225,34669.05
154226,71282.83
154227,198793.43
154228,606072.23
154229,26486.11
154230,115049.73
154231,122451.56
154232,97585.96
154233,49939.69
154234,18640.30
154235,65418.69
154236,136209.88
154237,255351.75
154238,284815.21
154239,25142.39
154240,50959.58
154241,39267.42
154242,426076.93
154243,31649.00
154244,45895.98
154245,35590.48
154246,597053.45
154247,7640.13
154248,33017.91
154249,190303.03
154250,34178.66
154251,6408.06
154252,561312.92
154253,120399.14
154254,86504.89
154255,56095.20
154256,562780.18
154257,4991.21
154258,52459.51
154259,168054.37
154260,87441.59
154261,33775.81
154262,48581.55
154263,60661.60
154264,18469.97
154265,25613.13
154266,43672.53
154267,64937.18
154268,146930.77
154269,35896.38
154270,194633.27
154271,38723.40
154272,69117.92
154273,102452.88
154274,149214.07
154275,51398.57
154276,34669.47
154277,208234.62
154278,129263.19
154279,81675.26
154280,101375.92
154281,27802.73
154282,203076.76
154283,30240.40
154284,61068.35
154285,22323.80
154286,87393.12
154287,13885.35
154288,24992.92
154289,25421.95
154290,105425.21
154291,244116.54
154292,41132.96
154293,168359.67
154294,129203.79
154295,74306.35
154296,70690.86
154297,32419.56
154298,23487.56
154299,69479.92
154300,165539.32
154301,23993.17
154302,36623.85
154303,287146.20
154304,192070.72
154305,281523.42
154306,96534.28
154307,104557.94
154308,206832.13
154309,39961.60
154310,43828.46
154311,360734.04
154312,34817.18
154313,145286.09
154314,123548.08
154315,40064.86
154316,40705.40
154317,101967.72
154318,312631.62
154319,594848.92
154320,137418.00
154321,45931.83
154322,80404.39
154323,139856.49
154324,41759.53
154325,38272.65
154326,215668.29
154327,7366.56
154328,32500.22
154329,40441.06
154330,38624.71
154331,43611.57
154332,36243.14
154333,39616.38
154334,186161.14
154335,22660.34
154336,97733.87
154337,168753.01
154338,84441.32
154339,175133.24
154340,29240.84
154341,277704.09
154342,103210.38
154343,19360.27
154344,25944.29
154345,16925.85
154346,49856.29
154347,61788.02
154348,20620.41
154349,49912.76
154350,113149.66
154351,32573.44
154352,47431.11
154353,47162.98
154354,48901.66
154355,14544.12
154356,6568.53
154357,24474.62
154358,165997.62
154359,93970.51
154360,40551.63
154361,33755.89
154362,29037.70
154363,64256.08
154364,23410.66
154365,179064.79
154366,31779.86
154367,24657.26
154368,236227.60
154369,71882.82
154370,10426.01
154371,8038.73
154372,344051.82
154373,87070.90
154374,33443.17
154375,803443.30
154376,209476.57
154377,18818.66
154378,116893.47
154379,52318.75
154380,4391.64
154381,29674.89
154382,19787.92
154383,60305.32
154384,278800.25
154385,477154.19
154386,32453.06
154387,114058.96
154388,28925.10
154389,36209.33
154390,75203.02
154391,16608.35
154392,118297.10
154393,36608.80
154394,30457.70
154395,72890.41
154396,29320.01
154397,202882.99
154398,253909.67
154399,109067.41
154400,250516.51
154401,286941.53
154402,66147.60
154403,138738.42
154404,135832.27
154405,36259.52
154406,14742.53
154407,57650.90
154408,34566.55
154409,97122.51
154410,240639.59
154411,30722.65
154412,116472.12
154413,69042.03
154414,57326.16
154415,59215.58
154416,96837.52
154417,33536.36
154418,179744.84
154419,23167.09
154420,62867.27
154421,101850.69
154422,89776.57
154423,12410.47
154424,337182.67
154425,36479.56
154426,35451.02
154427,39231.65
154428,100492.18
154429,57906.26
154430,107282.30
154431,55037.94
154432,31483.66
154433,35027.20
154434,48989.46
154435,21651.93
154436,93994.79
154437,442440.71
154438,81918.65
154439,108831.21
154440,85495.79
154441,31798.10
154442,27282.68
154443,21221.17
154444,32277.26
154445,31341.74
154446,36311.66
154447,89449.64
154448,107712.98
154449,89247.72
154450,91249.99
154451,240953.32
154452,100663.69
154453,70425.72
154454,166489.84
154455,492590.15
154456,37652.77
154457,39957.17
154458,29052.91
154459,39485.08
154460,35139.77
154461,177159.51
154462,22789.39
154463,49658.59
154464,64932.19
154465,42865.56
154466,52163.03
154467,83528.41
154468,64547.49
154469,54388.47
154470,39656.58
154471,577599.89
154472,77454.41
154473,28203.15
154474,201466.88
154475,58935.25
154476,189227.05
154477,21689.01
154478,88761.98
154479,24159.70
154480,152621.93
154481,67198.77
154482,104275.10
154483,193648.66
154484,80093.02
154485,98679.94
154486,21038.53
154487,231791.01
154488,149473.12
154489,134853.84
154490,51909.31
154491,107762.75
154492,20562.10
154493,71528.55
154494,22510.73
154495,72017.64
154496,322736.61
154497,22705.42
154498,9618.53
154499,88249.88
154500,189756.88
154501,97970.70
154502,105937.10
154503,53086.55
154504,156338.71
154505,33444.91
154506,223334.39
154507,45841.80
154508,89939.70
154509,89202.86
154510,126562.09
154511,94975.40
154512,83803.38
154513,40850.34
154514,26747.97
154515,133209.19
154516,61353.28
154517,13959.41
154518,83788.90
154519,104270.59
154520,719713.42
154521,97459.55
154522,35503.70
154523,215665.32
154524,95238.09
154525,63392.36
154526,45895.29
154527,87669.77
154528,111161.71
154529,25207.50
154530,64057.58
154531,35337.87
154532,630591.41
154533,29552.20
154534,10375.71
154535,19558.40
154536,26068.85
154537,73379.46
154538,233689.94
154539,38140.53
154540,20111.84
154541,54424.07
154542,49351.13
154543,9456.83
154544,138188.94
154545,83488.90
154546,40435.77
154547,97181.23
154548,12873.22
154549,52884.90
154550,350922.12
154551,50397.52
154552,27732.45
154553,216444.67
154554,84379.32
154555,36410.08
154556,238116.01
154557,176510.45
154558,34860.13
154559,169449.06
154560,119975.98
154561,88113.57
154562,205473.37
154563,27956.82
154564,298646.66
154565,48593.28
154566,24852.30
154567,119732.62
154568,39725.08
154569,257698.80
154570,113862.36
154571,36947.87
154572,270583.40
154573,57716.92
154574,18324.57
154575,229836.70
154576,18899.49
154577,355754.94
154578,32732.22
154579,61927.21
154580,261140.18
154581,45134.90
154582,132816.55
154583,40842.35
154584,24824.63
154585,124385.73
154586,22230.41
154587,199646.19
154588,3036.72
154589,22580.37
154590,57633.55
154591,24980.67
154592,46825.45
154593,27432.31
154594,45974.77
154595,174114.72
154596,69856.24
154597,9443.71
154598,106455.80
154599,20949.92
154600,100905.08
154601,92716.66
154602,43124.52
154603,135100.39
154604,140107.55
154605,136568.59
154606,54400.24
154607,103638.74
154608,263504.06
154609,43923.13
154610,225016.78
154611,170233.05
154612,24331.77
154613,3312.68
154614,28918.69
154615,195086.62
154616,107220.08
154617,10007.23
154618,25489.24
154619,16833.45
154620,24938.70
154621,16671.17
154622,96320.36
154623,55519.84
154624,91779.97
154625,144344.79
154626,108157.40
154627,27859.81
154628,211251.32
154629,148544.32
154630,160354.52
154631,10321.72
154632,32393.46
154633,24796.77
154634,169084.21
154635,59174.42
154636,42503.74
154637,138110.19
154638,4940.96
154639,143272.46
154640,106600.21
154641,26210.66
154642,12220.09
154643,35178.48
154644,70583.65
154645,30399.45
154646,26411.14
154647,80483.44
154648,725028.14
154649,39844.20
154650,300437.30
154651,175435.85
154652,66158.16
154653,73540.30
154654,27769.81
154655,152111.10
154656,89646.77
154657,175073.59
154658,28792.28
154659,12261.71
154660,75147.11
154661,67924.62
154662,49850.14
154663,31082.77
154664,48399.94
154665,4444.94
154666,29346.80
154667,5562.60
154668,19757.17
154669,42161.62
154670,15080.68
154671,134100.06
154672,116170.44
154673,102495.35
154674,385580.76
154675,62489.70
154676,47798.56
154677,25341.73
154678,97315.57
154679,20483.74
154680,25306.50
154681,204568.71
154682,62178.08
154683,64641.98
154684,23903.03
154685,274181.06
154686,192497.46
154687,140955.71
154688,29170.43
154689,144794.81
154690,24363.88
154691,44852.17
154692,13595.31
154693,86807.84
154694,40362.08
154695,201652.56
154696,53927.42
154697,21357.38
154698,23727.33
154699,40722.93
154700,130678.92
154701,301462.18
154702,211794.50
154703,28509.59
154704,64108.24
154705,97152.34
154706,7624.35
154707,2539.95
154708,463897.31
154709,425981.33
154710,40556.54
154711,33737.75
154712,60700.68
154713,86681.45
154714,83075.21
154715,202077.34
154716,112993.67
154717,174243.62
154718,217775.13
154719,155518.86
154720,106869.17
154721,161032.73
154722,35614.34
154723,30283.36
154724,61945.30
154725,49310.92
154726,72339.17
154727,23534.75
154728,17047.63
154729,44704.46
154730,3955.95
154731,13240.87
154732,595822.87
154733,67917.04
154734,169234.86
154735,105300.72
154736,23929.45
154737,71698.04
154738,79631.68
154739,28986.48
154740,54545.19
154741,18634.41
154742,92383.62
154743,36156.77
154744,50448.95
154745,196717.84
154746,172772.56
154747,23757.12
154748,121488.69
154749,45067.68
154750,107282.59
154751,213396.90
154752,262780.42
154753,36593.12
154754,45617.78
154755,20755.69
154756,374540.52
154757,53366.53
154758,10402.39
154759,228268.00
154760,66848.18
154761,68038.00
154762,225200.39
154763,306454.52
154764,26421.50
154765,41297.05
154766,361695.15
154767,22195.62
154768,29676.78
154769,44885.05
154770,22603.53
154771,69990.50
154772,47923.12
154773,184492.28
154774,30086.24
154775,189951.95
154776,8922.91
154777,122487.77
154778,128207.42
154779,34264.92
154780,66608.99
154781,21396.10
154782,170286.55
154783,54786.03
154784,39908.60
154785,66751.20
154786,30245.89
154787,349018.93
154788,153359.23
154789,25605.08
154790,69102.36
154791,17704.64
154792,26955.88
154793,48610.17
154794,7250.28
154795,12982.13
154796,9520.42
154797,62449.01
154798,162020.02
154799,35579.31
154800,120295.35
154801,32720.66
154802,154392.92
154803,189620.33
154804,135648.91
154805,36786.20
154806,47689.70
154807,227939.65
154808,32478.73
154809,12686.42
154810,56702.74
154811,143489.38
154812,18613.44
154813,15602.90
154814,22831.83
154815,30069.01
154816,125537.87
154817,75360.53
154818,213807.16
154819,57172.82
154820,27144.38
154821,44367.18
154822,9595.33
154823,20545.13
154824,45368.43
154825,978295.27
154826,36584.72
154827,308955.29
154828,359645.82
154829,34187.31
154830,212841.81
154831,26214.87
154832,77722.49
154833,30236.65
154834,128031.04
154835,24602.11
154836,62153.29
154837,18973.55
154838,88631.59
154839,37907.37
154840,1632.04
154841,32203.00
154842,13228.92
154843,9886.88
154844,124338.34
154845,315941.62
154846,11162.39
154847,96327.92
154848,54357.80
154849,301651.78
154850,53554.14
154851,21956.32
154852,20013.44
154853,5520.07
154854,248450.81
154855,44594.14
154856,16195.37
154857,1027505.97
154858,51812.12
154859,70550.98
154860,60882.65
154861,27722.37
154862,10234.57
154863,21569.98
154864,32817.83
154865,18568.38
154866,81511.09
154867,432402.57
154868,7679.05
154869,129960.25
154870,32207.08
154871,28076.16
154872,31176.11
154873,26702.31
154874,15323.92
154875,56756.42
154876,21537.68
154877,7183.20
154878,123225.91
154879,38904.34
154880,21551.12
154881,155597.98
154882,12136.91
154883,204278.78
154884,54307.51
154885,106134.81
154886,17683.37
154887,35774.52
154888,27430.77
154889,56450.62
154890,126802.05
154891,31192.42
154892,52576.21
154893,47083.70
154894,23141.73
154895,52458.64
154896,28447.07
154897,34396.19
154898,185477.18
154899,122549.53
154900,60840.56
154901,98525.07
154902,51212.31
154903,67289.59
154904,114389.07
154905,94219.86
154906,85381.27
154907,85519.12
154908,43449.98
154909,85711.29
154910,41133.18
154911,488608.90
154912,256523.92
154913,15107.07
154914,31675.11
154915,315310.42
154916,149687.82
154917,23972.26
154918,35068.14
154919,489143.58
154920,78952.89
154921,223911.57
154922,139400.77
154923,44142.75
154924,152051.54
154925,6289.59
154926,48432.87
154927,23540.72
154928,45620.95
154929,53609.46
154930,189158.15
154931,20288.66
154932,390363.47
154933,87308.24
154934,31564.92
154935,28550.86
154936,30606.07
154937,150780.86
154938,179573.43
154939,475420.67
154940,15731.17
154941,32374.93
154942,49478.47
154943,103487.89
154944,76743.90
154945,66347.52
154946,38876.14
154947,362126.64
154948,100323.39
154949,44937.16
154950,71391.57
154951,69897.23
154952,60336.89
154953,213630.35
154954,209544.55
154955,32904.54
154956,8720.05
154957,90981.65
154958,31875.55
154959,31435.20
154960,432745.83
154961,11779.55
154962,17459.71
154963,41153.42
154964,22746.52
154965,71815.12
154966,417571.14
154967,366900.46
154968,322613.79
154969,134742.46
154970,57373.64
154971,52054.62
154972,24474.53
154973,79815.65
154974,27584.92
154975,205069.63
154976,49159.34
154977,43323.23
154978,53026.27
154979,30091.10
154980,19598.52
154981,116540.52
154982,337268.22
154983,35292.64
154984,17856.53
154985,176920.11
154986,227603.04
154987,229558.82
154988,312236.12
154989,82145.04
154990,122536.50
154991,83433.44
154992,141618.59
154993,67572.98
154994,73007.81
154995,137892.44
154996,113599.17
154997,128897.73
154998,5813.25
154999,11672.27
155000,224844.52
155001,46042.14
155002,64362.36
155003,12029.24
155004,61970.86
155005,22715.42
155006,85771.04
155007,486413.49
155008,49018.42
155009,22047.99
155010,130043.88
155011,44147.18
155012,141026.83
155013,64579.21
155014,136740.11
155015,45425.18
155016,11758.22
155017,83106.52
155018,67179.46
155019,34468.84
155020,23382.40
155021,22039.73
155022,47335.16
155023,14253.74
155024,25780.41
155025,443653.29
155026,11277.19
155027,34231.11
155028,284730.44
155029,60275.41
155030,87356.93
155031,18537.44
155032,39986.74
155033,125164.42
155034,70254.87
155035,27614.92
155036,43991.00
155037,42245.35
155038,41699.05
155039,31014.36
155040,67292.90
155041,46748.17
155042,746808.62
155043,9971.22
155044,2284.96
155045,116287.44
155046,22499.50
155047,35776.67
155048,5237.28
155049,137360.08
155050,112425.31
155051,38226.90
155052,56642.12
155053,153577.43
155054,29520.22
155055,122278.18
155056,431314.45
155057,13479.02
155058,86681.35
155059,142686.73
155060,93377.47
155061,31692.06
155062,411745.90
155063,82983.96
155064,27434.07
155065,27240.85
155066,156001.09
155067,13354.37
155068,134634.84
155069,58308.54
155070,188900.46
155071,52286.05
155072,27253.89
155073,61644.69
155074,105828.65
155075,24329.38
155076,89617.34
155077,143974.10
155078,12606.35
155079,118913.06
155080,100613.38
155081,28701.25
155082,41336.53
155083,122901.27
155084,20421.75
155085,437187.34
155086,135037.68
155087,25554.06
155088,11422.55
155089,243158.52
155090,30435.80
155091,50128.61
155092,105788.39
155093,89073.57
155094,59706.52
155095,328418.78
155096,210444.37
155097,32536.61
155098,429684.16
155099,733523.11
155100,382617.69
155101,40152.73
155102,85965.87
155103,21822.83
155104,154587.88
155105,46416.50
155106,58194.98
155107,28291.23
155108,304048.21
155109,37565.16
155110,38446.45
155111,175465.61
